Flight Number,From,To,Aircraft,STD,Optimal_STD,Predicted_Delay,CascadingDelay,TotalPredictedDelay,Runway,FlightType
6E521,Mumbai (BOM),Durgapur (RDP),A20N (VT-IPD),10:25:00,10:37:05,-13.462868277916165,0.0,-13.462868277916165,R3,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A20N (VT-RTJ),10:25:00,09:03:25,78.92277788766482,0.0,78.92277788766482,R1,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A20N (VT-EXU),10:25:00,09:47:52,38.67762439269208,0.0,38.67762439269208,R2,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A20N (VT-RTJ),10:25:00,10:28:53,-3.319480006246441,57.35310333925452,54.03362333300807,R3,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A20N (VT-CIN),10:25:00,10:22:42,-1.6099611115139263,0.0,-1.6099611115139263,R1,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A321 (VT-PPM),10:25:00,08:29:27,115.76972122556579,24.693437429404412,140.4631586549702,R2,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A321 (VT-PPO),10:25:00,10:40:07,-14.01709623890996,62.78275929689315,48.76566305798319,R3,Domestic
AI633,Mumbai (BOM),Bhopal (BHO),A321 (VT-PPM),10:25:00,10:47:34,-23.652606294183084,15.49941941964351,-8.153186874539573,R1,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TQB),10:30:00,10:31:09,-0.14538749219554853,4.316638661708969,4.17125116951342,R2,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TQJ),10:30:00,10:47:19,-17.18237705656303,0.0,-17.18237705656303,R3,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TQE),10:30:00,10:45:31,-15.790165731929036,0.0,-15.790165731929036,R1,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TNZ),10:30:00,10:17:21,15.845736875765056,0.0,15.845736875765056,R2,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TNW),10:30:00,08:36:09,110.22490715505774,36.529960433936296,146.75486758899405,R3,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TNK),10:30:00,10:47:25,-18.22776538969101,7.184444804803304,-11.043320584887708,R1,Domestic
AI2994,Mumbai (BOM),Delhi (DEL),A20N (VT-TQP),10:30:00,10:45:31,-15.790165731929036,4.398376536848359,-11.391789195080676,R2,Domestic
6E535,Mumbai (BOM),Darbhanga (DBR),A20N (VT-IJU),10:35:00,10:14:09,22.64203257845694,0.0,22.64203257845694,R3,Domestic
6E535,Mumbai (BOM),Deoghar (DGH),A20N (VT-IPD),10:45:00,10:45:22,0.545765152806388,12.950617845452078,13.496382998258465,R1,Domestic
6E535,Mumbai (BOM),Darbhanga (DBR),A20N (VT-IQO),10:35:00,10:47:13,-23.402526978398086,0.0,-23.402526978398086,R2,Domestic
6E535,Mumbai (BOM),Deoghar (DGH),A20N (VT-IXI),10:45:00,10:41:50,5.672310950005291,14.93945602683452,20.61176697683981,R3,Domestic
6E535,Mumbai (BOM),Darbhanga (DBR),A320 (VT-IFN),10:35:00,07:49:32,160.24053104673675,17.259586884852936,177.50011793158967,R1,Domestic
6E535,Mumbai (BOM),Darbhanga (DBR),A20N (VT-IIH),10:35:00,10:36:49,-2.646344661579955,0.0,-2.646344661579955,R2,Domestic
6E535,Mumbai (BOM),Deoghar (DGH),A20N (VT-IJQ),10:45:00,10:45:22,0.545765152806388,12.843078432753352,13.388843585559739,R3,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-ILZ),10:35:00,09:42:09,49.771517827022194,0.0,49.771517827022194,R1,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-ILH),10:35:00,10:27:08,7.30192969859476,0.0,7.30192969859476,R2,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IRV),10:35:00,10:36:33,0.4116595036506733,15.152403938975391,15.564063442626065,R3,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IMU),10:35:00,10:06:03,23.632810784708187,29.19271426059256,52.82552504530075,R1,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IML),10:35:00,07:49:19,160.24053104673675,59.494219310529196,219.73475035726594,R2,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IBJ),10:35:00,10:36:33,0.4116595036506733,0.0,0.4116595036506733,R3,Domestic
6E624,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IRX),10:35:00,10:18:05,18.44395964479551,4.772456379445079,23.216416024240587,R1,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),10:35:00,10:18:31,18.240140549232972,0.0,18.240140549232972,R2,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),10:35:00,10:45:19,-12.767368277706115,0.0,-12.767368277706115,R3,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),10:35:00,10:40:57,-8.410222052347159,0.0,-8.410222052347159,R1,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),10:35:00,10:30:35,3.772723845740274,18.437609021120924,22.210332866861197,R2,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICF),10:35:00,07:42:40,171.23068567261677,0.0,171.23068567261677,R3,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),10:35:00,10:45:19,-12.767368277706115,0.0,-12.767368277706115,R1,Domestic
6E6118,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),10:35:00,10:26:05,8.59267842155218,11.958480963014994,20.55115938456717,R2,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-IPZ),10:40:00,10:23:25,19.80683990154563,30.104588218729788,49.91142812027542,R3,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-IVP),10:40:00,10:55:10,-14.198177187333846,0.0,-14.198177187333846,R1,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-ITO),10:40:00,10:31:46,6.8057037445160375,2.366859149287051,9.17256289380309,R2,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A320 (VT-IAX),10:40:00,10:35:33,5.398926536197105,0.0,5.398926536197105,R3,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-ISA),10:40:00,08:58:43,108.17310907965572,4.110552722010214,112.28366180166593,R1,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-IIA),10:40:00,10:41:58,-3.88849894288257,4.942797046700189,1.0542981038176191,R2,Domestic
6E6087,Mumbai (BOM),Kannur (CNN),A20N (VT-IPR),10:40:00,10:26:19,13.562821959515722,0.0,13.562821959515722,R3,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-IME),10:45:00,10:19:20,22.091818806365687,30.722521532274193,52.81434033863988,R1,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-ICL),10:45:00,11:00:35,-15.971111651514224,6.022390711034449,-9.948720940479776,R2,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-ICZ),10:45:00,10:55:12,-10.598990474369767,12.724179473844156,2.125188999474389,R3,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRW),10:45:00,10:42:39,0.6446832772437664,68.12922375385074,68.77390703109451,R1,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRZ),10:45:00,09:01:33,105.59171860978586,19.27143424939781,124.86315285918367,R2,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMI),10:45:00,10:59:24,-18.49710341377782,33.03867250957141,14.541569095793594,R3,Domestic
6E5321,Mumbai (BOM),Rajkot (HSR),A21N (VT-IBO),10:45:00,11:01:07,-17.764180487313382,0.0,-17.764180487313382,R1,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAA),10:50:00,08:14:24,158.96676679542153,6.406529429852852,165.37329622527437,R2,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAG),10:50:00,10:48:39,1.732852697811576,0.0,1.732852697811576,R3,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAC),10:50:00,10:49:41,-2.540710502892069,5.551420321967426,3.010709819075357,R1,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAS),10:50:00,10:32:04,16.635210665862076,0.0,16.635210665862076,R2,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAA),10:50:00,08:53:39,112.79443571488673,5.844354524493238,118.63879023937997,R3,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAH),10:55:00,11:06:35,-10.847648575901456,0.0,-10.847648575901456,R1,Domestic
QP1529,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAL),10:55:00,11:12:26,-17.447040076780784,3.856686404800576,-13.590353671980207,R2,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-TQU),10:50:00,10:26:14,24.45605608615278,18.528880300961372,42.98493638711415,R3,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),10:50:00,10:54:03,-5.669715667218301,6.932766190352898,1.2630505231345968,R1,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),10:50:00,10:45:18,2.7839852595122383,13.589433465327556,16.373418724839794,R2,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),10:50:00,10:39:46,7.435103540000533,21.000155541429912,28.435259081430445,R3,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),10:50:00,10:01:43,68.85830324900131,35.173723020376265,104.03202626937758,R1,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),10:50:00,10:51:41,0.9203149451923301,0.0,0.9203149451923301,R2,Domestic
AI673,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),10:50:00,10:27:26,19.185264522185985,48.19482731478359,67.38009183696957,R3,Domestic
VS355,Mumbai (BOM),London (LHR),B789 (G-VDIA),10:55:00,11:21:14,-27.535084699794247,29.657810711018893,2.122726011224646,R1,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VBZZ),10:55:00,11:38:41,-44.029404530085735,0.0,-44.029404530085735,R2,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VBEL),10:55:00,11:21:12,-28.361596352086984,0.0,-28.361596352086984,R3,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VMAP),10:55:00,09:09:13,110.90296289110975,76.10080639136784,187.0037692824776,R1,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VZIG),10:55:00,11:36:18,-40.77603085695837,1.8906848268049021,-38.88534603015347,R2,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VOOH),10:55:00,11:39:35,-43.22900959723818,9.725305293859524,-33.503704303378655,R3,International
VS355,Mumbai (BOM),London (LHR),B789 (G-VBEL),10:55:00,11:23:04,-27.921044610090267,0.0,-27.921044610090267,R1,International
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-IMD),10:55:00,10:01:53,55.018990153080445,0.0,55.018990153080445,R2,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-IBU),10:55:00,10:43:48,13.000080351249547,6.119388961854014,19.11946931310356,R3,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-IUO),10:55:00,10:01:53,55.018990153080445,0.0,55.018990153080445,R1,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-IML),10:55:00,10:36:01,21.195275839203713,0.0,21.195275839203713,R2,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-IWR),10:55:00,08:16:01,162.39668817238967,19.87987694005843,182.2765651124481,R3,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-ICO),10:55:00,10:45:25,8.0646304542093,0.0,8.0646304542093,R1,Domestic
6E673,Mumbai (BOM),Cochin (COK),A21N (VT-ICL),10:55:00,10:34:34,23.414077714647515,13.809376890010535,37.22345460465805,R2,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIQ),11:00:00,10:57:22,3.1032590585506714,18.62673327662753,21.729992335178203,R3,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXL),11:00:00,10:54:45,4.592516928743059,41.28686821169527,45.87938514043833,R1,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIN),11:00:00,11:09:30,-13.317230803070151,1.121188569644354,-12.196042233425796,R2,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXM),11:00:00,11:07:56,-6.7152958492143116,8.728098656471916,2.0128028072576045,R3,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-TQK),11:00:00,09:38:57,85.19838943963435,0.0,85.19838943963435,R1,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXO),11:00:00,11:09:56,-7.273632407115142,67.6730026299184,60.399370222803256,R2,Domestic
AI611,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXH),11:00:00,10:57:22,3.1032590585506714,21.503373366252024,24.606632424802697,R3,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A20N (VT-TYC),11:00:00,10:14:53,44.32590407432523,22.78588507059207,67.1117891449173,R1,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A21N (VT-TVH),11:00:00,11:00:28,-7.368659367735382,0.0,-7.368659367735382,R2,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPM),11:00:00,10:36:43,25.457893445630756,17.794297382506524,43.25219082813728,R3,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPO),11:00:00,11:11:36,-11.523511549990904,22.818203971658697,11.294692421667794,R1,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A20N (VT-CIG),11:00:00,08:53:40,117.97580597268602,8.330784097819599,126.30659007050562,R2,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A20N (VT-EXL),11:00:00,10:55:12,2.6907263966668262,9.410238356356315,12.100964753023142,R3,Domestic
AI647,Mumbai (BOM),Jamnagar (JGA),A20N (VT-RTK),11:00:00,10:44:10,13.723982197525737,0.0,13.723982197525737,R1,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),11:00:00,10:19:52,43.372195269323576,0.0,43.372195269323576,R2,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNV),11:00:00,11:03:12,-6.821079402279171,11.661742837684073,4.8406634354049025,R3,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),11:00:00,10:51:46,7.919883353159079,0.0,7.919883353159079,R1,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQS),11:00:00,10:53:19,7.951306086848179,0.0,7.951306086848179,R2,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQW),11:00:00,09:35:15,95.08596061095544,0.0,95.08596061095544,R3,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),11:00:00,11:11:15,-12.123957962361319,66.36239699829073,54.23843903592942,R1,Domestic
AI2444,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),11:00:00,10:53:28,9.153180775374661,27.011964416386792,36.165145191761454,R2,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAC),11:00:00,10:37:28,22.753945592350725,34.09898873679095,56.852934329141675,R3,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),11:00:00,11:16:24,-15.08281773378205,0.0,-15.08281773378205,R1,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAP),11:00:00,10:47:35,11.669677618275154,20.701092655466553,32.370770273741705,R2,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YBC),11:00:00,10:14:41,42.62838717444478,2.7279628355236754,45.35635000996846,R3,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAU),11:00:00,09:10:56,110.7583701243715,23.107750898844678,133.86612102321618,R1,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),11:00:00,11:18:54,-18.558234447682743,0.0,-18.558234447682743,R2,Domestic
QP1385,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAK),11:00:00,10:41:54,12.674473502726572,41.04649946425228,53.72097296697885,R3,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),11:05:00,11:26:58,-23.16281288800149,0.0,-23.16281288800149,R1,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANO),11:05:00,12:01:46,-57.68867516510133,0.0,-57.68867516510133,R2,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),11:05:00,12:04:35,-59.930010015769625,10.012865407851116,-49.91714460791851,R3,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),11:05:00,11:59:13,-55.99946002673318,0.0,-55.99946002673318,R1,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),A359 (ET-AUA),11:05:00,09:12:12,98.6078634980382,31.14673834865585,129.75460184669404,R2,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANP),11:05:00,11:59:11,-54.21225409943659,0.0,-54.21225409943659,R3,Domestic
ET641,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),11:05:00,11:52:21,-47.82372034541946,13.206202789554185,-34.61751755586528,R1,Domestic
SV771,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK21),11:05:00,11:14:48,-10.154757309976429,0.0,-10.154757309976429,R2,Domestic
SV771,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK22),11:05:00,11:42:42,-37.86299760437509,0.0,-37.86299760437509,R3,Domestic
SV771,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK19),11:05:00,09:51:48,69.00262044810559,0.0,69.00262044810559,R1,Domestic
SV771,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK29),11:05:00,11:22:15,-19.606553613463003,0.0,-19.606553613463003,R2,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPI),11:05:00,10:53:51,11.20507589872232,4.976648777694776,16.181724676417097,R3,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPT),11:05:00,10:58:55,5.490915025435304,0.0,5.490915025435304,R1,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXH),11:05:00,10:51:08,14.243969772052257,0.0,14.243969772052257,R2,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXP),11:05:00,10:57:04,8.633391533360559,6.194752363637412,14.828143896997972,R3,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXF),11:05:00,09:20:45,104.26902565167043,10.068175446463396,114.33720109813383,R1,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IJQ),11:05:00,10:51:08,14.243969772052257,0.0,14.243969772052257,R2,Domestic
6E1157,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPD),11:05:00,10:58:37,6.420791567603325,0.0,6.420791567603325,R3,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIW),11:10:00,11:51:28,-40.09098104160257,0.0,-40.09098104160257,R1,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIM),11:10:00,12:00:42,-50.050934775046414,22.30237050338108,-27.748564271665334,R2,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIX),11:10:00,11:41:53,-30.021486440042807,0.0,-30.021486440042807,R3,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIT),11:10:00,11:46:28,-32.63643813433097,120.0,87.36356186566903,R1,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIP),11:10:00,09:52:17,73.40380045592705,0.0,73.40380045592705,R2,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIV),11:10:00,11:17:39,-10.342824701489121,15.217739812272912,4.874915110783791,R3,Domestic
EY201,Mumbai (BOM),Abu Dhabi (AUH),A321 (A6-AEC),11:10:00,11:19:25,-8.557000705231596,0.0,-8.557000705231596,R1,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),11:10:00,10:53:29,17.310018581622273,0.0,17.310018581622273,R2,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),11:10:00,11:27:04,-16.9380716783808,50.95989102108538,34.02181934270458,R3,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),11:10:00,11:04:56,3.424032185691376,0.0,3.424032185691376,R1,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),11:10:00,11:05:35,3.805441876710086,5.621985983594627,9.427427860304713,R2,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),11:10:00,09:43:45,87.47756300391127,0.0,87.47756300391127,R3,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),11:10:00,11:10:56,-10.791501064706114,0.0,-10.791501064706114,R1,Domestic
6E5307,Mumbai (BOM),Goa (GOI),A21N (VT-IMI),11:10:00,11:06:39,2.7314117287537223,24.409512657142265,27.14092438589599,R2,Domestic
6E5316,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQO),11:10:00,11:04:13,4.539845355882258,0.0,4.539845355882258,R3,Domestic
6E5316,Mumbai (BOM),Agra (AGR),A20N (VT-IIH),11:10:00,11:35:22,-26.73315762590917,0.0,-26.73315762590917,R1,Domestic
6E5316,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQF),11:10:00,11:12:13,-2.2391588647922767,44.02421275236266,41.785053887570385,R2,Domestic
6E5316,Mumbai (BOM),Agra (AGR),A20N (VT-IIW),11:10:00,11:06:55,2.886064262401551,6.212339464382126,9.098403726783676,R3,Domestic
6E5316,Mumbai (BOM),Bareilly (BEK),A20N (VT-IPD),11:10:00,09:13:05,115.75350629505537,0.0,115.75350629505537,R1,Domestic
6E5316,Mumbai (BOM),Bareilly (BEK),A20N (VT-IIX),11:10:00,11:36:50,-25.601714740945994,0.0,-25.601714740945994,R2,Domestic
6E5316,Mumbai (BOM),Agra (AGR),A20N (VT-ITV),11:10:00,11:09:41,1.2824945093918427,0.0,1.2824945093918427,R3,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-IWT),11:15:00,11:05:25,8.644978572327066,0.0,8.644978572327066,R1,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-ICM),11:15:00,11:42:28,-24.74700493464294,3.6594981643240634,-21.08750677031888,R2,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-ICH),11:15:00,11:15:19,-2.0659064711140216,0.0,-2.0659064711140216,R3,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-NCM),11:15:00,11:16:45,-3.979894768145543,10.216901053096253,6.237006284950709,R1,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-IWV),11:15:00,09:04:34,116.59413088256782,26.11359204877331,142.70772293134112,R2,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-ICF),11:15:00,11:37:03,-19.771913046933413,5.029942583120394,-14.741970463813018,R3,Domestic
6E6827,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),11:15:00,11:13:02,1.4395575730801746,19.683641340855825,21.123198913936,R1,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),11:15:00,09:06:02,124.92116947478274,22.816417443872336,147.73758691865507,R2,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT7,13:50:00,11:58:30,-8.20166902283459,1.5964395437136398,-6.6052294791209505,R3,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),11:15:00,09:42:03,99.47339576986671,0.0,99.47339576986671,R1,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT7,13:50:00,11:58:30,-8.20166902283459,4.330479804957948,-3.8711892178766423,R2,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),11:15:00,07:37:21,200.12978195348498,1.9641677631757464,202.09394971666072,R3,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT7,11:15:00,11:31:14,-7.309297437499014,120.0,112.69070256250099,R1,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT7,13:50:00,11:58:30,-8.20166902283459,11.673900675582608,3.472231652748018,R2,Domestic
9I623,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),11:15:00,07:37:21,200.12978195348498,49.802118413096956,249.93190036658194,R3,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQW),11:20:00,11:11:59,7.074458828621108,8.816665028802042,15.89112385742315,R1,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQH),11:20:00,11:36:45,-14.016137999886753,0.0,-14.016137999886753,R2,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-EXV),11:20:00,11:04:29,15.45909517860562,0.0,15.45909517860562,R3,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQF),11:20:00,11:06:56,14.992909479544313,0.0,14.992909479544313,R1,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),11:20:00,08:29:39,166.84893516573362,19.135699321358153,185.98463448709177,R2,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),11:20:00,11:21:04,-1.9832275015143144,15.922734405161332,13.939506903647018,R3,Domestic
AI2632,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQB),11:20:00,11:10:39,10.693856487966409,0.0,10.693856487966409,R1,Domestic
SG2905,Mumbai (BOM),Kandla (IXY),DH8D (VT-SUO),11:30:00,10:53:42,37.49526352875813,79.57668144662343,117.07194497538156,R2,Domestic
SG2905,Mumbai (BOM),Porbandar (PBD),DH8D (VT-SUO),11:30:00,11:33:35,-2.5023211616574876,53.268212134253936,50.76589097259645,R3,Domestic
SG2905,Mumbai (BOM),Kandla (IXY),DH8D (VT-SUO),11:30:00,11:33:55,-3.3137394759666687,100.59529168247074,97.28155220650407,R1,Domestic
SG2905,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),11:30:00,08:36:16,165.05300175439368,3.9818562550831667,169.03485800947684,R2,Domestic
SG2905,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),11:30:00,11:33:52,-2.7344903933677123,39.376540903815226,36.64205051044751,R3,Domestic
SG2905,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),11:30:00,10:15:56,87.79617985738152,83.58381795783721,171.37999781521873,R1,Domestic
AI2841,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),11:30:00,10:57:38,31.758123751535788,5.998674291023931,37.756798042559716,R2,Domestic
AI2841,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),11:30:00,11:39:43,-6.247733294265046,2.0643095241749063,-4.18342377009014,R3,Domestic
AI2841,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),11:30:00,11:12:12,19.05620798023165,0.0,19.05620798023165,R1,Domestic
AI2841,Mumbai (BOM),Goa (GOI),A21N (VT-TVH),11:30:00,11:18:01,11.749045915270376,0.0,11.749045915270376,R2,Domestic
